Title,Original Title,Seen,Original DVD,Production Year,Running Time,Genre,Cover Image Front
K-19,K-19: The Widowmaker,TRUE,TRUE,2002,131,Guerra,Z:\Databases\DVD_1\Images\5601887448623.15F.JPG
K-Pax - Um Homem de Outro Mundo,K-Pax,TRUE,TRUE,2001,115,Drama,Z:\Databases\DVD_1\Images\5601887449897.15F.JPG
Kate & Leopold,,TRUE,TRUE,2001,130,Romance,Z:\Databases\DVD_1\Images\5608652013796.15F.JPG
Kenai e Koda,Brother Bear,TRUE,TRUE,2003,83,Animação,Z:\Databases\DVD_1\Images\5601887462568.15F.JPG
Kill Bill - A Vingança,Kill Bill: Vol. 1,TRUE,TRUE,2003,106,Acção,Z:\Databases\DVD_1\Images\5601887459100.15F.JPG
Kill Bill - A Vingança - Volume 2,Kill Bill: Vol. 2,TRUE,TRUE,2004,131,Acção,Z:\Databases\DVD_1\Images\5601887464104.15F.JPG
King Kong,,FALSE,TRUE,2005,180,,Z:\Databases\DVD_1\Images\5050582411416.15F.JPG
Kingsman: Serviços Secretos,Kingsman: The Secret Service,TRUE,TRUE,2014,129,Acção,Z:\Databases\DVD_1\Images\5602193510974.15F.JPG
Lady Chatterley,,FALSE,TRUE,1993,204,Drama,Z:\Databases\DVD_1\Images\ICD161AB5BFF0C5F3.15F.JPG
Lara Croft - Tomb Raider: O Berço da Vida,Lara Croft Tomb Raider: The Cradle of Life,TRUE,TRUE,2003,125,Aventura,Z:\Databases\DVD_1\Images\5601887456208.15F.JPG
Lara Croft: Tomb Raider,,TRUE,TRUE,2001,96,Acção,Z:\Databases\DVD_1\Images\5601887428588.15F.JPG
Larry Flynt,The People vs. Larry Flint,TRUE,TRUE,1996,124,,Z:\Databases\DVD_1\Images\5606376286380.15F.JPG
Lassie,,TRUE,TRUE,2005,96,Aventura,Z:\Databases\DVD_1\Images\I446A6F736615BCC6.15F.JPG
Lemony Snicket: Uma Série de Desgraças,Lemony Snicket's A Series of Unfortunate Events,FALSE,TRUE,2004,103,Comédia,Z:\Databases\DVD_1\Images\5050583020082.15F.JPG
Leopoldina e a tartaruga bebé,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M30.15F.JPG
Licença Para Casar,License to Wed,TRUE,TRUE,2007,87,Comédia,Z:\Databases\DVD_1\Images\5601887543250.15F.JPG
Licença Para Matar,Licence to Kill,TRUE,TRUE,1989,127,Acção,Z:\Databases\DVD_1\Images\I9091112C1FFE2083.15F.JPG
Liga de Cavalheiros Extraordinários,The League of Extraordinary Gentlemen,FALSE,TRUE,2003,106,Aventura,Z:\Databases\DVD_1\Images\5608652026024.15F.JPG
Ligação de Alto Risco,Cellular,FALSE,TRUE,2004,94,,Z:\Databases\DVD_1\Images\5602193323864.15F.JPG
Lilo & Stitch,,TRUE,TRUE,2002,82,Comédia,Z:\Databases\DVD_1\Images\5601887441730.15F.JPG
Lola & Virgínia 1,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M31.15F.JPG
Lola & Virgínia 2,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M32.15F.JPG
Londres,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M33.15F.JPG
Lost in Translation - O Amor é um Lugar Estranho,Lost in Translation,TRUE,TRUE,2003,99,Drama,Z:\Databases\DVD_1\Images\5608652023375.15F.JPG
Louca por compras,Confessions of a Shopaholic,FALSE,TRUE,2009,105,Comédia,Z:\Databases\DVD_1\Images\5601887537563.15F.JPG
Loucuras em Las Vegas,What Happens in Vegas,FALSE,TRUE,2008,99,Comédia,Z:\Databases\DVD_1\Images\024543528784F.JPG
Lua nova,The Twilight Saga: New Moon,FALSE,TRUE,2009,130,Drama,Z:\Databases\DVD_1\Images\5601887556519.15F.JPG
Luther,,TRUE,TRUE,2003,118,Drama,Z:\Databases\DVD_1\Images\I7103BADC4095BE09.15F.JPG
Má vizinhança,Bad Neighbours,FALSE,TRUE,2014,93,Comédia,Z:\Databases\DVD_1\Images\5053083001476.4F.JPG
Macacos no espaço,Space Chimps,TRUE,TRUE,2008,77,Animação,Z:\Databases\DVD_1\Images\I07426E9EA7A22095.15F.JPG
Madagáscar 2,Madagascar: Escape 2 Africa,TRUE,TRUE,2008,86,Animação,Z:\Databases\DVD_1\Images\5601887533213.15F.JPG
Mafalda - O Filme,Mafalda,TRUE,TRUE,1979,75,,Z:\Databases\DVD_1\Images\5604779047034.15F.JPG
Mafioso quanto baste,Find Me Guilty,TRUE,TRUE,2006,124,Comédia,Z:\Databases\DVD_1\Images\5602193335300.15F.JPG
Magnolia,,TRUE,TRUE,1999,180,Drama,Z:\Databases\DVD_1\Images\5605248029667.15F.JPG
Malavita,Malavita aka The Family,TRUE,TRUE,2013,111,Comédia,Z:\Databases\DVD_1\Images\5601887602667.15F.JPG
Malcolm X,,TRUE,TRUE,1992,193,Drama,Z:\Databases\DVD_1\Images\5601887458592.15F.JPG
Mamma Mia!: O Filme,Mamma Mia!,TRUE,TRUE,2008,104,Musical,Z:\Databases\DVD_1\Images\5050582595826.15F.JPG
Mandela Meu Prisioneiro Meu Amigo,Goodbye Bafana,FALSE,TRUE,2007,113,,Z:\Databases\DVD_1\Images\5608652032216.15F.JPG
Manobras na Casa Branca,Wag the Dog,TRUE,TRUE,1997,92,Comédia,Z:\Databases\DVD_1\Images\5602193307055.15F.JPG
Máquina Zero,Jarhead,TRUE,TRUE,2005,118,Drama,Z:\Databases\DVD_1\Images\5050582411447.15F.JPG
Marados da dança,Dance Flick,FALSE,TRUE,2009,83,Comédia,Z:\Databases\DVD_1\Images\5601887553860.15F.JPG
Maré Vermelha,Crimson Tide,FALSE,TRUE,1995,111,Acção,Z:\Databases\DVD_1\Images\5601887447084.15F.JPG
Marie Antoinette,,FALSE,TRUE,2006,118,Drama,Z:\Databases\DVD_1\Images\8414533042147.15F.JPG
Master and Commander - O Lado Longínquo do Mundo,Master and Commander: The Far Side of the World,TRUE,TRUE,2003,133,Acção,Z:\Databases\DVD_1\Images\5600304166478.15F.JPG
Match Point,,TRUE,TRUE,2005,119,Drama,Z:\Databases\DVD_1\Images\IED436C5B800B15B2.15F.JPG
Matéria Negra,Dark Matter,FALSE,TRUE,2007,85,Drama,Z:\Databases\DVD_1\Images\I080428513E22BD84.15F.JPG
Matrix,The Matrix,TRUE,TRUE,1999,131,Ficção Científica,Z:\Databases\DVD_1\Images\5601887403394.15F.JPG
Matrix Reloaded,The Matrix Reloaded,TRUE,TRUE,2003,132,Ficção Científica,Z:\Databases\DVD_1\Images\7321976286483.15F.JPG
Matrix Revolutions,The Matrix Revolutions,TRUE,TRUE,2003,124,Ficção Científica,Z:\Databases\DVD_1\Images\7321976332098.15F.JPG
Max Payne,,FALSE,TRUE,2008,99,Fantasia,Z:\Databases\DVD_1\Images\5600304208697.15F.JPG
Máximo 10 Unidades,10 Items or Less,TRUE,TRUE,2006,77,Drama,Z:\Databases\DVD_1\Images\5608652031790.15F.JPG
McQuade - O Lobo Solitário,Lone Wolf McQuade,TRUE,TRUE,1983,103,Acção,Z:\Databases\DVD_1\Images\5608652020510.15F.JPG
Medidas Extremas,Extreme Measures,FALSE,TRUE,1996,114,Suspense/Thriller,Z:\Databases\DVD_1\Images\5600304181327.15F.JPG
Miami Vice,,TRUE,TRUE,2006,126,Acção,Z:\Databases\DVD_1\Images\5050582466058.15F.JPG
MIB: Homens de Negro,Men in Black,FALSE,TRUE,1997,94,Acção,Z:\Databases\DVD_1\Images\5601887411849.15F.JPG
MIB: Homens De Negro 2,Men in Black II,FALSE,TRUE,2002,94,Ficção Científica,Z:\Databases\DVD_1\Images\5601887444250.15F.JPG
Michael Clayton - Uma Questão de Consciência,Michael Clayton,TRUE,TRUE,2007,115,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887523313.15F.JPG
Michel Vaillant,,TRUE,TRUE,2003,99,Acção,Z:\Databases\DVD_1\Images\5601887461493.15F.JPG
Mickey - Um Natal Mágico,Mickey's once upon a Christmas,TRUE,TRUE,2003,63,Animação,Z:\Databases\DVD_1\Images\5601887466405.15F.JPG
Mickey Donald Pateta: Os Tres Mosqueteiros,Mickey - Donald - Goofy: The Three Musketeers,TRUE,TRUE,2004,66,Animação,Z:\Databases\DVD_1\Images\5601887462858.15F.JPG
Milk,,FALSE,TRUE,2008,118,Drama,Z:\Databases\DVD_1\Images\5600304203166.15F.JPG
Million Dollar Baby - Sonhos Vencidos,Million Dollar Baby,FALSE,TRUE,2004,127,Drama,Z:\Databases\DVD_1\Images\5601887471485.15F.JPG
Miss Detective,Miss Congeniality,TRUE,TRUE,2000,106,,Z:\Databases\DVD_1\Images\5601887424160.15F.JPG
Miss Detective 2: Armada e Fabulosa,Miss Congeniality 2: Armed & Fabulous,TRUE,TRUE,2005,110,Comédia,Z:\Databases\DVD_1\Images\7321976593314.15F.JPG
Missão Impossível,Mission: Impossible,TRUE,TRUE,1996,105,Acção,Z:\Databases\DVD_1\Images\5601887417292.15F.JPG
Missão Ultra-Secreta,For Your Eyes Only,TRUE,TRUE,1981,122,Acção,Z:\Databases\DVD_1\Images\I34B3F0B28957894A.15F.JPG
Missão: Impossível 2,Mission: Impossible II,TRUE,TRUE,2000,118,Acção,Z:\Databases\DVD_1\Images\5601887417841.15F.JPG
Mistérios de Lisboa,,FALSE,TRUE,2010,266,Drama,Z:\Databases\DVD_1\Images\5606699511183.15F.JPG
Mistérios do sexo oposto,Town & Country,TRUE,TRUE,2001,100,Comédia,Z:\Databases\DVD_1\Images\5601887434473.15F.JPG
Modesty Blaise - Jogo explosivo,My Name Is Modesty: A Modesty Blaise Adventure,FALSE,TRUE,2004,75,Drama,Z:\Databases\DVD_1\Images\5600304161336.15F.JPG
Momentos Hilariantes,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M114.15F.JPG
Monkeybone - O Rei da Macacada,Monkeybone,TRUE,TRUE,2001,89,Comédia,Z:\Databases\DVD_1\Images\5600304165372.15F.JPG
Monster's Ball - Depois do Ódio,Monster's Ball,TRUE,TRUE,2001,112,Drama,Z:\Databases\DVD_1\Images\5608652034258.15F.JPG
Monstros e Companhia,"Monsters, Inc.",TRUE,TRUE,2001,88,,Z:\Databases\DVD_1\Images\5601887433414.15F.JPG
Monstros vs Aliens,Monsters vs Aliens,FALSE,TRUE,2009,90,Animação,Z:\Databases\DVD_1\Images\5601887541201.15F.JPG
Monty Python - E Agora Algo Completamente Diferente,And Now for Something Completely Different,FALSE,TRUE,1971,85,Comédia,Z:\Databases\DVD_1\Images\5608652024013.15F.JPG
Monty Python e o Cálice Sagrado,Monty Python and the Holy Grail,TRUE,TRUE,1975,86,Comédia,Z:\Databases\DVD_1\Images\5601887438730.15F.JPG
Morre Noutro Dia,Die Another Day,TRUE,TRUE,2002,127,Acção,Z:\Databases\DVD_1\Images\I3D44DA5F1C750D1E.15F.JPG
Moulin Rouge,Moulin Rouge!,TRUE,TRUE,2001,123,Musical,Z:\Databases\DVD_1\Images\8010312054242.13F.JPG
Mr. & Mrs. Smith,,TRUE,FALSE,2005,115,Acção,Z:\Databases\DVD_1\Images\5600304166508.15F.JPG
Mulan,,TRUE,TRUE,1998,84,Animação,Z:\Databases\DVD_1\Images\5601887404513.15F.JPG
Mulher Com Cão Procura Homem Com Coração,Must Love Dogs,FALSE,TRUE,2005,98,Comédia,Z:\Databases\DVD_1\Images\7321977593450.15F.JPG
Mulher Fatal,Femme Fatale,FALSE,TRUE,2002,110,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887447008.15F.JPG
Mulher Por Cima,Woman On Top,FALSE,TRUE,2000,88,Comédia,Z:\Databases\DVD_1\Images\5600304168878.15F.JPG
Mulheres à Beira de um Ataque de Nervos,Mujeres al borde de un ataque de nervios,TRUE,TRUE,1988,85,Comédia,Z:\Databases\DVD_1\Images\5602193347907.15F.JPG
Mulheres Perfeitas,The Stepford Wives,TRUE,TRUE,2004,89,Drama,Z:\Databases\DVD_1\Images\5050583016238.15F.JPG
Mundo jurássico,Jurassic World,TRUE,TRUE,2015,124,Ficção Científica,Z:\Databases\DVD_1\Images\025192212192F.JPG
Munique,Munich,FALSE,TRUE,2005,157,Drama,Z:\Databases\DVD_1\Images\5050583028743.15F.JPG
Música no Coração,The Sound of Music,TRUE,TRUE,1965,167,Musical,Z:\Databases\DVD_1\Images\5608652006255.15F.JPG
Na Sombra de Um Rapto,The Clearing,TRUE,TRUE,2004,91,Drama,Z:\Databases\DVD_1\Images\5608652026444.15F.JPG
Na Sombra do Assassino,Shadowboxer,FALSE,TRUE,2005,93,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652031110.15F.JPG
Na sombra do caçador,The Hunting Party,TRUE,TRUE,2008,99,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887524235.15F.JPG
Na Sombra e No Silêncio,To Kill a Mockingbird,TRUE,TRUE,1962,124,,Z:\Databases\DVD_1\Images\5601887415137.15F.JPG
Nadine - Um Amor à Prova de Bala,Nadine,TRUE,TRUE,1987,79,Acção,Z:\Databases\DVD_1\Images\8414533029803.15F.JPG
Nanny McPhee - A Ama Mágica,Nanny McPhee,FALSE,TRUE,2005,94,Família,Z:\Databases\DVD_1\Images\5050582349399.15F.JPG
Não Brinques Com Estranhos,Joy Ride,TRUE,TRUE,2001,94,Horror,Z:\Databases\DVD_1\Images\5608652011907.15F.JPG
Narc,,TRUE,TRUE,2002,100,Acção,Z:\Databases\DVD_1\Images\5050582292145.15F.JPG
Nascido a 4 de Julho,Born on the Fourth of July,FALSE,TRUE,1989,138,Drama,Z:\Databases\DVD_1\Images\5050582038859.15F.JPG
National Geographic - A Jornada do Homem,,FALSE,TRUE,2002,93,Documentário,Z:\Databases\DVD_1\Images\5601887531134.15F.JPG
National Geographic: A clonagem,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M113.15F.JPG
National Geographic: A explosão solar,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M41.15F.JPG
National Geographic: A ilha da Páscoa,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M42.15F.JPG
National Geographic: A Incrível Máquina Humana,Incredible Human Machine,FALSE,TRUE,2007,93,Documentário,Z:\Databases\DVD_1\Images\5601887499922.15F.JPG
National Geographic: A montanha mágica,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M43.15F.JPG
National Geographic: A viagem perdida de Darwin,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M44.15F.JPG
National Geographic: Caçador de vulcões,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M45.15F.JPG
National Geographic: Corpos em transformação,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M46.15F.JPG
National Geographic: Engenharia Ecológica,Eco Engineering Geothermal - The Heat from Within,FALSE,TRUE,2007,50,Documentário,Z:\Databases\DVD_1\Images\5601887535347.15F.JPG
National Geographic: Gorongosa,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M47.15F.JPG
National Geographic: O faraó Guerreiro,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M48.15F.JPG
National Geographic: O incrível corpo humano,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M49.15F.JPG
National Geographic: Radiografia do planeta,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M50.15F.JPG
National Geographic: Segredos do mediterrâneo,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M51.15F.JPG
Negros Hábitos,Entre Tinieblas,TRUE,TRUE,1983,110,Drama,Z:\Databases\DVD_1\Images\5602193347938.15F.JPG
Nem Contigo... Nem Sem Ti!,I Could Never Be Your Woman,FALSE,TRUE,2007,93,Comédia,Z:\Databases\DVD_1\Images\5601887498543.15F.JPG
Nem Uma Palavra,Don't Say a Word,FALSE,TRUE,2001,109,Acção,Z:\Databases\DVD_1\Images\5608652011563.15F.JPG
Next - Sem Alternativa,Next,TRUE,TRUE,2007,92,,Z:\Databases\DVD_1\Images\5602193339377.15F.JPG
Nicky Filho... do Diabo,Little Nicky,TRUE,TRUE,2000,87,Comédia,Z:\Databases\DVD_1\Images\5601887425976.15F.JPG
No Limiar da Verdade,Half Light,FALSE,TRUE,2006,105,,Z:\Databases\DVD_1\Images\5601887486212.15F.JPG
No limite,The Edge,TRUE,TRUE,1997,114,Drama,Z:\Databases\DVD_1\Images\5600304163484.15F.JPG
No Mundo das Mulheres,In the Land of Women,FALSE,TRUE,2007,94,Comédia,Z:\Databases\DVD_1\Images\5602193346139.15F.JPG
Noiva Procura-se,The Bachelor,TRUE,TRUE,1999,98,Comédia,Z:\Databases\DVD_1\Images\5601887426454.15F.JPG
Nome de Código Mercúrio,Mercury Rising,TRUE,TRUE,1998,112,Acção,Z:\Databases\DVD_1\Images\5601887404162.15F.JPG
Nome de código: Limpeza,Code Name: The Cleaner,FALSE,TRUE,2007,87,,Z:\Databases\DVD_1\Images\9321337094366.2F.JPG
Nos Limites Do Silêncio,The Unsaid,TRUE,TRUE,2001,105,Suspense/Thriller,Z:\Databases\DVD_1\Images\I40BC22D45FAF2709.15F.JPG
Notting Hill,,FALSE,TRUE,1999,119,Comédia,Z:\Databases\DVD_1\Images\5601887426669.15F.JPG
Nova Iorque - Uma História de Amor,Sidewalks Of New York,TRUE,TRUE,2001,103,Comédia,Z:\Databases\DVD_1\Images\5601887434176.15F.JPG
Nove,Nine,FALSE,TRUE,2009,114,Drama,Z:\Databases\DVD_1\Images\5600304214889.15F.JPG
Nove Meses,Nine Months,TRUE,TRUE,1995,106,Comédia,Z:\Databases\DVD_1\Images\5600304193603.15F.JPG
Nove Semanas e Meia,9 1/2 Weeks,TRUE,TRUE,1986,93,Romance,Z:\Databases\DVD_1\Images\5600304162654.15F.JPG
Número 17,,TRUE,TRUE,1932,64,Suspense/Thriller,Z:\Databases\DVD_1\Images\IBDB92789D885CA39.15F.JPG
Número 23,The Number 23,FALSE,TRUE,2007,97,Drama,Z:\Databases\DVD_1\Images\5602193337670.15F.JPG
Nunca é Tarde,,FALSE,TRUE,2000,100,Comédia,Z:\Databases\DVD_1\Images\5601887417131.15F.JPG
Nuremberg,,FALSE,TRUE,2000,186,Drama,Z:\Databases\DVD_1\Images\I2E343688538747A8.15F.JPG
O 6º Dia,The 6th Day,TRUE,TRUE,2000,118,Acção,Z:\Databases\DVD_1\Images\5601887420278.15F.JPG
O Agente Disfarçado,Big Momma's House,TRUE,TRUE,2000,98,Comédia,Z:\Databases\DVD_1\Images\5600304164467.15F.JPG
O Agente Irresistivel,The Spy Who Loved Me,TRUE,TRUE,1977,120,Acção,Z:\Databases\DVD_1\Images\IF3B94BDF334447AB.15F.JPG
O Agente secreto,Secret Agent,TRUE,TRUE,1936,85,Suspense/Thriller,Z:\Databases\DVD_1\Images\IC49670A63375F3CC.15F.JPG
O Alfaiate do Panamá,The Tailor of Panamá,TRUE,TRUE,2001,105,Comédia,Z:\Databases\DVD_1\Images\5601887425495.15F.JPG
O Amanhã Nunca Morre,Tomorrow Never Dies,TRUE,TRUE,1997,114,Acção,Z:\Databases\DVD_1\Images\IE49F4E34E8436066.15F.JPG
O Amigo Oculto,Hide and Seek,FALSE,TRUE,2005,97,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652026833.15F.JPG
O Amor Não Tira Férias,The Holiday,FALSE,TRUE,2006,130,Romance,Z:\Databases\DVD_1\Images\5050582479980.15F.JPG
O Artista,The Artist,TRUE,TRUE,2011,96,Drama,Z:\Databases\DVD_1\Images\5600402415072.15F.JPG
O Assassínio de Richard Nixon,The Assassination of Richard Nixon,FALSE,TRUE,2004,91,Crime,Z:\Databases\DVD_1\Images\5608652027281.15F.JPG
O Assassino Da Porta Ao Lado,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M53.15F.JPG
O Assassino do Alfabeto,The Alphabet Killer,TRUE,TRUE,2008,94,Suspense/Thriller,Z:\Databases\DVD_1\Images\5606320000468.15F.JPG
O Assassino do Presidente,Blind Horizon,TRUE,TRUE,2003,108,,Z:\Databases\DVD_1\Images\5050582276183.15F.JPG
O atirador,Shooter,TRUE,TRUE,2007,126,Acção,Z:\Databases\DVD_1\Images\5601887495665.15F.JPG
O Aviador,The Aviator,FALSE,TRUE,2004,163,Drama,Z:\Databases\DVD_1\Images\5602193323895.15F.JPG
O Banquete do amor,Feast of Love,FALSE,TRUE,2007,97,Comédia,Z:\Databases\DVD_1\Images\5601887522644.15F.JPG
O Barbeiro,The Man Who Wasn't There,TRUE,TRUE,2001,115,Drama,Z:\Databases\DVD_1\Images\5602193309356.15F.JPG
O Bom Pastor,The Good Shepherd,TRUE,TRUE,2006,160,,Z:\Databases\DVD_1\Images\5601887494019.15F.JPG
"O Bom, o Mau e o Vilão","Il buono, il brutto, il cattivo",TRUE,TRUE,1966,171,Acção,Z:\Databases\DVD_1\Images\5600304177924.15F.JPG
O Bombeiro SAM,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M54.15F.JPG
O Cabo do Medo,Cape Fear,TRUE,TRUE,1991,123,Horror,Z:\Databases\DVD_1\Images\5050582039764.15F.JPG
O Caçador,The Deer Hunter,TRUE,TRUE,1978,175,Drama,Z:\Databases\DVD_1\Images\I0586AEA9A179DDDE.15F.JPG
O caminho do poder,All the King's Men,TRUE,TRUE,2006,122,Drama,Z:\Databases\DVD_1\Images\8414533040532.15F.JPG
O Caminho para El Dorado,The Road to El Dorado,TRUE,TRUE,2000,89,,Z:\Databases\DVD_1\Images\0678149092691.15F.JPG
O Candidato da Verdade,The Manchurian Candidate,FALSE,TRUE,2004,125,,Z:\Databases\DVD_1\Images\5601887469345.15F.JPG
O Capitão Corelli,Captain Corelli's Mandolin,TRUE,TRUE,2001,124,,Z:\Databases\DVD_1\Images\5601887432110.15F.JPG
O Capuchinho Vermelho,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M55.15F.JPG
O Casamento do Meu Melhor Amigo,My Best Friend's Wedding,FALSE,TRUE,1997,101,Comédia,Z:\Databases\DVD_1\Images\5606376290110.15F.JPG
O Caso Farewell,L'affaire Farewell,TRUE,TRUE,2009,113,Drama,Z:\Databases\DVD_1\Images\5606320011921.15F.JPG
O Castelo Andante,Hauru no ugoku shiro,FALSE,TRUE,2004,116,Anime,Z:\Databases\DVD_1\Images\5606118102350.15F.JPG
O Cavaleiro Negro,Black Knight,TRUE,TRUE,2001,92,Aventura,Z:\Databases\DVD_1\Images\5600304162890.15F.JPG
O Chacal,The Jackal,FALSE,TRUE,1997,119,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887425037.15F.JPG
O código base,Source Code,TRUE,TRUE,2011,89,Ficção Científica,Z:\Databases\DVD_1\Images\5601887572687.15F.JPG
O Código Da Vinci,The Da Vinci Code,TRUE,TRUE,2006,143,Aventura,Z:\Databases\DVD_1\Images\8414533037228.15F.JPG
O Código Da Vinci Descodificado,Cracking the Da Vinci code,TRUE,TRUE,2004,90,,Z:\Databases\DVD_1\Images\5602841048637.15F.JPG
O Código de Cristo: O Túmulo Perdido,The Lost Tomb of Jesus,TRUE,TRUE,2007,102,Documentário,Z:\Databases\DVD_1\Images\5608652031721.15F.JPG
O Coleccionador de Ossos,The Bone Collector,TRUE,TRUE,1999,113,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887411054.15F.JPG
O Comboio das 3 e 10,3:10 to Yuma,TRUE,TRUE,2007,117,Western,Z:\Databases\DVD_1\Images\5608652036108.15F.JPG
O Conde de Monte Cristo,,TRUE,TRUE,0,0,Animação,Z:\Databases\DVD_1\Images\M57.15F.JPG
O Condenado,The Woodsman,TRUE,TRUE,2004,83,Drama,Z:\Databases\DVD_1\Images\5608652027731.15F.JPG
O Conselheiro,The Counselor,TRUE,TRUE,2013,117,Suspense/Thriller,Z:\Databases\DVD_1\Images\5602193508797.15F.JPG
O Corcunda de Notre Dame,The Hunchback of Notre Dame,TRUE,TRUE,1996,87,Animação,Z:\Databases\DVD_1\Images\5601887424443.15F.JPG
O Corpo,The Body,TRUE,TRUE,2001,104,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887434114.15F.JPG
O Corpo da Mentira,Body of Lies,TRUE,TRUE,2008,124,Acção,Z:\Databases\DVD_1\Images\5600304201179.15F.JPG
O Costa do Castelo,,TRUE,TRUE,1943,135,,Z:\Databases\DVD_1\Images\5606699505168.15F.JPG
O Cume de Dante,Dante's Peak,FALSE,TRUE,1997,104,Acção,Z:\Databases\DVD_1\Images\3259190266520.15F.JPG
O Desconhecido do Norte Expresso,Strangers on a Train,TRUE,TRUE,1951,96,Suspense/Thriller,Z:\Databases\DVD_1\Images\7321976319754.15F.JPG
O Despertar da Mente,Eternal Sunshine of the Spotless Mind,FALSE,TRUE,2004,103,Drama,Z:\Databases\DVD_1\Images\5602193321006.15F.JPG
O Dia da Independência,Independence Day,FALSE,TRUE,1996,147,Ficção Científica,Z:\Databases\DVD_1\Images\5608652004954.15F.JPG
O Dia Depois de Amanhã,The Day After Tomorrow,FALSE,TRUE,2004,118,Acção,Z:\Databases\DVD_1\Images\5608652023863.15F.JPG
O Dia em que a Terra Parou,The Day the Earth Stood Still,FALSE,TRUE,2008,98,Ficção Científica,Z:\Databases\DVD_1\Images\5600304208642.15F.JPG
O Diabo Veste Prada,The Devil Wears Prada,TRUE,TRUE,2006,105,Comédia,Z:\Databases\DVD_1\Images\5602193501828.15F.JPG
O Diário de Bridget Jones,Bridget Jones's Diary,TRUE,TRUE,2001,97,Comédia,Z:\Databases\DVD_1\Images\5601887430116.15F.JPG
O discurso do rei,The King's Speech,FALSE,TRUE,2010,118,Drama,Z:\Databases\DVD_1\Images\5601887569892.15F.JPG
O Divórcio,Le Divorce,TRUE,TRUE,2003,112,,Z:\Databases\DVD_1\Images\5608652021524.15F.JPG
O Dom,The Gift,FALSE,TRUE,2000,107,Drama,Z:\Databases\DVD_1\Images\5601887428359.15F.JPG
O Enigma do Horizonte,Event Horizon,FALSE,TRUE,1997,92,,Z:\Databases\DVD_1\Images\5601887413911.15F.JPG
O Enviado da Manchúria,The Manchurian Candidate,TRUE,TRUE,1962,121,Ficção Científica,Z:\Databases\DVD_1\Images\5600304176965.15F.JPG
O Espião Acidental,Dak miu mai shing,TRUE,TRUE,2001,84,Acção,Z:\Databases\DVD_1\Images\5608652014915.15F.JPG
O Espião Sou Eu,I Spy,FALSE,TRUE,2002,97,Suspense/Thriller,Z:\Databases\DVD_1\Images\8414533022217.15F.JPG
O Estranho Mundo de Jack,The Nightmare Before Christmas,TRUE,TRUE,1993,73,Animação,Z:\Databases\DVD_1\Images\5601887424559.15F.JPG
O Falcão Inglês,The Limey,TRUE,TRUE,1999,85,Drama,Z:\Databases\DVD_1\Images\5601887427697.15F.JPG
O Fantasma,The Phantom,TRUE,TRUE,2009,169,Acção,Z:\Databases\DVD_1\Images\5608652038300.15F.JPG
O Fantasma da Ópera,The Phantom of the Opera,FALSE,TRUE,2004,135,,Z:\Databases\DVD_1\Images\5608652026376.15F.JPG
O Feitiço da Lua,Moonstruck,TRUE,TRUE,1987,97,Romance,Z:\Databases\DVD_1\Images\5600304177818.15F.JPG
O Fiel Jardineiro,The Constant Gardener,FALSE,TRUE,2005,123,Drama,Z:\Databases\DVD_1\Images\5608652028561.15F.JPG
O Filho da Noiva,El Hijo de la novia,TRUE,TRUE,2001,120,Comédia,Z:\Databases\DVD_1\Images\5608652015141.15F.JPG
O Furacão,The Hurricane,FALSE,TRUE,1999,140,Drama,Z:\Databases\DVD_1\Images\5601887410668.15F.JPG
O Gang dos Tubarões,Shark Tale,FALSE,TRUE,2004,86,,Z:\Databases\DVD_1\Images\5050583018560.15F.JPG
