Title,Original Title,Seen,Original DVD,Production Year,Running Time,Genre,Cover Image Front
Astérix & Obélix: Missão Cleópatra,Astérix & Obélix: Mission Cléopâtre,TRUE,TRUE,2002,103,,Z:\Databases\DVD_1\Images\5601887436439.15F.JPG
Até ao Fim,The Deep End,TRUE,TRUE,2001,96,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652011150.15F.JPG
Até Que Me Encontrou ...,Then She Found Me,FALSE,TRUE,2007,98,Comédia,Z:\Databases\DVD_1\Images\IA43C15F845F96379.15F.JPG
Atlântida: O Continente Perdido,Atlantis: The Lost Empire,TRUE,TRUE,2001,92,Animação,Z:\Databases\DVD_1\Images\5601887432370.15F.JPG
Atracção Perigosa,In the Cut,FALSE,TRUE,2003,119,Suspense/Thriller,Z:\Databases\DVD_1\Images\5602193319027.15F.JPG
Atrás das Linhas do Inimigo,Behind Enemy Lines,TRUE,TRUE,2001,118,,Z:\Databases\DVD_1\Images\5608652011013.15F.JPG
Austin Powers: O Agente Misterioso,Austin Powers: International Man of Mystery,TRUE,TRUE,1997,90,Comédia,Z:\Databases\DVD_1\Images\I3D50694ABA61F864.15F.JPG
Australia,,TRUE,TRUE,2008,159,Acção,Z:\Databases\DVD_1\Images\5600304208635.15F.JPG
Autocarro 174,Última Parada 174,TRUE,TRUE,2008,107,Crime,Z:\Databases\DVD_1\Images\5606320007795.15F.JPG
Autópsia de um Crime,Sleuth,FALSE,TRUE,2007,85,Drama,Z:\Databases\DVD_1\Images\5608652033091.15F.JPG
Avatar,,TRUE,TRUE,2009,162,Fantasia,Z:\Databases\DVD_1\Images\5600304213851.15F.JPG
Aventura no Espaço,Moonraker,TRUE,TRUE,1979,121,Acção,Z:\Databases\DVD_1\Images\I2A4B9D486317A55C.15F.JPG
Aviões 2:Equipa de resgate,Planes: Fire & Rescu,FALSE,TRUE,2014,84,Animação,Z:\Databases\DVD_1\Images\7899307921087.23F.JPG
Azul Escuro,Dark Blue,TRUE,TRUE,2002,113,,Z:\Databases\DVD_1\Images\5601887454457.15F.JPG
Bad Boys,,TRUE,TRUE,1995,114,Acção,Z:\Databases\DVD_1\Images\8414533023818.15F.JPG
Bad Boys 2,Bad Boys II,TRUE,TRUE,2003,141,Acção,Z:\Databases\DVD_1\Images\8414533023665.15F.JPG
Bad Company - Más Companhias,Bad Company,TRUE,TRUE,2002,111,,Z:\Databases\DVD_1\Images\5601887444557.15F.JPG
Bad Santa - O Anti-Pai Natal,Bad Santa,FALSE,TRUE,2003,93,Comédia,Z:\Databases\DVD_1\Images\5600304160049.15F.JPG
Bailey Um Cão que Vale Milhões,Bailey's Millions,TRUE,TRUE,2006,85,,Z:\Databases\DVD_1\Images\5600304160476.15F.JPG
Balas sobre a Broadway,Bullets Over Broadway,TRUE,TRUE,1994,96,Comédia,Z:\Databases\DVD_1\Images\I16F85192C66DE09E.15F.JPG
Balbúrdia na Quinta,Barnyard,TRUE,TRUE,2007,86,,Z:\Databases\DVD_1\Images\5601887490363.15F.JPG
Balto & Balto Aventura na Terra do Gelo,Balto II: Wolf Quest,TRUE,TRUE,2001,76,,Z:\Databases\DVD_1\Images\7892141404976.23F.JPG
Bandidas,,TRUE,TRUE,2006,99,,Z:\Databases\DVD_1\Images\5601887484904.15F.JPG
Bandidos,Bandits,TRUE,TRUE,2001,121,Comédia,Z:\Databases\DVD_1\Images\5601887439195.15F.JPG
Básico,Basic,TRUE,TRUE,2003,94,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887458189.15F.JPG
Batalha de Gigantes,Fun and Fancy Free,TRUE,TRUE,1947,70,Animação,Z:\Databases\DVD_1\Images\5601887430178.15F.JPG
Batman para Sempre,Batman Forever,TRUE,TRUE,1995,115,Acção,Z:\Databases\DVD_1\Images\5606376273946.15F.JPG
Batman Regressa,Batman Returns,TRUE,TRUE,1992,122,Acção,Z:\Databases\DVD_1\Images\7321976150005.15F.JPG
Batman: O Cavaleiro das Trevas,The Dark Knight,TRUE,TRUE,2008,146,Acção,Z:\Databases\DVD_1\Images\5600304200684.15F.JPG
Beijo da Morte,Kiss of Death,FALSE,TRUE,1995,97,Suspense/Thriller,Z:\Databases\DVD_1\Images\5600304163552.15F.JPG
Beijos & balas,Killers,FALSE,TRUE,2010,100,Acção,Z:\Databases\DVD_1\Images\5602193354288.15F.JPG
Bela loucura,Crazy/Beautiful,TRUE,TRUE,2001,95,Drama,Z:\Databases\DVD_1\Images\5601887430086.15F.JPG
Beleza Americana,American Beauty,TRUE,TRUE,1999,117,Drama,Z:\Databases\DVD_1\Images\0678149096125.15F.JPG
Belleville Rendez-Vous,Les Triplettes de Belleville,TRUE,TRUE,2003,78,,Z:\Databases\DVD_1\Images\5602227302001.15F.JPG
Bem Vindos à Selva,The Rundown,TRUE,TRUE,2003,100,Acção,Z:\Databases\DVD_1\Images\8414533025928.15F.JPG
Beowulf & Grendel - A lenda dos Vikings,Beowulf & Grendel,TRUE,TRUE,2005,100,,Z:\Databases\DVD_1\Images\5600304169677.15F.JPG
Betty,Nurse Betty,TRUE,TRUE,2000,105,Comédia,Z:\Databases\DVD_1\Images\5601887461745.15F.JPG
Big,,TRUE,TRUE,1988,100,,Z:\Databases\DVD_1\Images\5608652005913.15F.JPG
Billy Elliot,,TRUE,TRUE,2000,106,Drama,Z:\Databases\DVD_1\Images\5601887427666.15F.JPG
Birth - O Mistério,Birth,FALSE,TRUE,2004,96,,Z:\Databases\DVD_1\Images\I4E85D939AD7E1019.15F.JPG
Biutiful,,TRUE,TRUE,2010,142,Drama,Z:\Databases\DVD_1\Images\5600304220026.15F.JPG
Blackmail,,TRUE,TRUE,1929,86,Suspense/Thriller,Z:\Databases\DVD_1\Images\I738D1217FD5B1B10.15F.JPG
Bloody Sunday - Domingo Sangrento,Bloody Sunday,TRUE,TRUE,2002,110,Drama,Z:\Databases\DVD_1\Images\5608652014441.15F.JPG
Blue Car,,TRUE,TRUE,2002,84,Drama,Z:\Databases\DVD_1\Images\5600304160339.15F.JPG
Blue Smoke,,TRUE,TRUE,2007,95,,Z:\Databases\DVD_1\Images\043396212213F.JPG
Bob o Construtor: O Lagartas Adora Brincar com a Lama,Bob The Builder: Mucky Muck,TRUE,TRUE,2006,54,Animação,Z:\Databases\DVD_1\Images\5608652029711.15F.JPG
Bobby,,TRUE,TRUE,2006,112,Drama,Z:\Databases\DVD_1\Images\5600304175661.15F.JPG
Bobby Z,The Death and Life of Bobby Z,TRUE,TRUE,2007,93,,Z:\Databases\DVD_1\Images\5602193346832.15F.JPG
BOLT,Bolt,TRUE,TRUE,2008,93,Animação,Z:\Databases\DVD_1\Images\5601887531257.15F.JPG
Bond Girls são Eternas,007 - Bond Girls Are Forever,TRUE,TRUE,2007,46,Documentário,Z:\Databases\DVD_1\Images\I61A19BFAFF917684.15F.JPG
Bordertown - Cidade sob Ameaça,Bordertown,TRUE,TRUE,2006,107,Suspense/Thriller,Z:\Databases\DVD_1\Images\5602193346153.15F.JPG
Bounce Um Acaso com Sentido,Bounce,FALSE,TRUE,2000,102,Romance,Z:\Databases\DVD_1\Images\5608652021210.15F.JPG
Bourne 03: Ultimato,The Bourne Ultimatum,TRUE,TRUE,2007,110,Acção,Z:\Databases\DVD_1\Images\5600402401365.15F.JPG
Branca de Neve e os Sete Anões,Snow White and the Seven Dwarfs,TRUE,TRUE,1937,80,,Z:\Databases\DVD_1\Images\5601887424061.15F.JPG
Braveheart - O Desafio Do Guerreiro,Braveheart,TRUE,TRUE,1995,171,,Z:\Databases\DVD_1\Images\5608652020381.15F.JPG
Breakfast on Pluto,,TRUE,TRUE,2005,123,Drama,Z:\Databases\DVD_1\Images\5608652034241.15F.JPG
Breaking News - Cidade em Alerta,Dai si gein,FALSE,TRUE,2004,90,Acção,Z:\Databases\DVD_1\Images\IF6EFCB42093E5D14.15F.JPG
Broken Flowers - Flores Partidas,Broken Flowers,TRUE,TRUE,2005,101,Comédia,Z:\Databases\DVD_1\Images\5602193353816.15F.JPG
Bucha & Estica a caminho do oeste,Way Out West,FALSE,TRUE,1937,61,Comédia,Z:\Databases\DVD_1\Images\I63479CB0420EA799.15F.JPG
Bucha e estica: Em frente marche!,Great Guns,FALSE,TRUE,1941,70,,Z:\Databases\DVD_1\Images\5608652027526.15F.JPG
Buzz Lightyear,Buzz Lightyear of Star Command: The Adventure Begins,TRUE,TRUE,2000,67,Animação,Z:\Databases\DVD_1\Images\5601887417100.15F.JPG
Caçador de Diamantes,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M111.15F.JPG
Cães Danados,Reservoir Dogs,TRUE,TRUE,1992,95,Suspense/Thriller,Z:\Databases\DVD_1\Images\044007838723.15F.JPG
Call Girl,,TRUE,TRUE,2007,136,,Z:\Databases\DVD_1\Images\5601887524266.15F.JPG
Caminho para Perdição,Road to Perdition,TRUE,TRUE,2002,112,Crime,Z:\Databases\DVD_1\Images\5600304165556.15F.JPG
Caminhos Inesperados,World Traveler,TRUE,TRUE,2001,103,,Z:\Databases\DVD_1\Images\5602193320054.15F.JPG
Caminhos Perigosos,The Gingerbread Man,TRUE,TRUE,1998,109,Suspense/Thriller,Z:\Databases\DVD_1\Images\I89BF1C4340B1914E.15F.JPG
CAMP ROCK,Camp Rock,TRUE,TRUE,2008,95,Comédia,Z:\Databases\DVD_1\Images\5601887527052.15F.JPG
Candy,,FALSE,TRUE,2006,103,Drama,Z:\Databases\DVD_1\Images\I44CD240EAD24DBD0.15F.JPG
Capitães de Abril,,TRUE,TRUE,2000,119,,Z:\Databases\DVD_1\Images\5601887419197.15F.JPG
Capuchinho Vermelho - A Verdadeira História,Hoodwinked!,TRUE,TRUE,2006,77,Animação,Z:\Databases\DVD_1\Images\5608652029858.15F.JPG
Carga Ultra Secreta,,TRUE,TRUE,2000,96,,Z:\Databases\DVD_1\Images\5604779045818.15F.JPG
Carros,Cars,TRUE,FALSE,2006,112,,Z:\Databases\DVD_1\Images\5601887487981.15F.JPG
Casablanca,,TRUE,TRUE,1942,98,Clássico,Z:\Databases\DVD_1\Images\5601887402908.15F.JPG
Casados de Fresco,Just Married,TRUE,TRUE,2003,91,Comédia,Z:\Databases\DVD_1\Images\5600304163354.15F.JPG
Casamento em dose dupla,Smother,FALSE,TRUE,2008,93,Comédia,Z:\Databases\DVD_1\Images\5602193345910.15F.JPG
Casei Com Uma Feiticeira,Bewitched,TRUE,TRUE,2005,98,,Z:\Databases\DVD_1\Images\8414533033244.15F.JPG
Casino,,TRUE,TRUE,1995,178,Drama,Z:\Databases\DVD_1\Images\3259190305397.15F.JPG
Casino Royale,,TRUE,TRUE,2006,139,Acção,Z:\Databases\DVD_1\Images\8414533040587.15F.JPG
Catwoman,,TRUE,TRUE,2004,100,Acção,Z:\Databases\DVD_1\Images\7321977314505.15F.JPG
Cavalgar com o Diabo,Ride With the Devil,TRUE,TRUE,1999,132,Drama,Z:\Databases\DVD_1\Images\5601887432974.15F.JPG
Cercados,Black Hawk Down,TRUE,TRUE,2001,138,Guerra,Z:\Databases\DVD_1\Images\5601887435142.15F.JPG
Chamavam-lhe... Frei Edgar,White River Kid,FALSE,TRUE,1999,99,,Z:\Databases\DVD_1\Images\8420172019716.10F.JPG
Chefe de Estado,Head of State,TRUE,TRUE,2003,93,,Z:\Databases\DVD_1\Images\5050583003764.15F.JPG
Chéri,Cheri,FALSE,TRUE,2009,88,Comédia,Z:\Databases\DVD_1\Images\5600304213813.15F.JPG
Chicago,,TRUE,TRUE,2002,109,Musical,Z:\Databases\DVD_1\Images\5608652019477.15F.JPG
Chicken Little,,TRUE,TRUE,2005,78,Animação,Z:\Databases\DVD_1\Images\5601887480821.15F.JPG
Chocolate,Chocolat,TRUE,TRUE,2000,117,Comédia,Z:\Databases\DVD_1\Images\5608652007795.15F.JPG
Chuva de Fogo,Blown Away,TRUE,TRUE,1994,121,Acção,Z:\Databases\DVD_1\Images\5600304177016.15F.JPG
Cidade de Deus,,TRUE,TRUE,2002,124,Drama,Z:\Databases\DVD_1\Images\5606118101155.15F.JPG
"Cinco dias, cinco noites",,TRUE,TRUE,1996,100,,Z:\Databases\DVD_1\Images\5606699501528.15F.JPG
Cinco Minutos de Paz,Five Minutes Of Heaven,FALSE,TRUE,2009,90,Crime,Z:\Databases\DVD_1\Images\5606320011785.15F.JPG
Cinema Paraíso,Nuovo Cinema Paradiso,TRUE,TRUE,1989,117,,Z:\Databases\DVD_1\Images\5601887443666.15F.JPG
Click,,FALSE,TRUE,2006,103,,Z:\Databases\DVD_1\Images\8414533039925.15F.JPG
Clube das Solteironas,Crush,FALSE,TRUE,2001,108,Romance,Z:\Databases\DVD_1\Images\5601887441952.15F.JPG
Cocoon: A Aventura dos Corais Perdidos,Cocoon,TRUE,FALSE,1985,118,Ficção Científica,Z:\Databases\DVD_1\Images\5608652011914.15F.JPG
Código 46,Code 46,TRUE,TRUE,2003,90,Ficção Científica,Z:\Databases\DVD_1\Images\5608652037532.15F.JPG
Código de Silêncio,Code of Silence,TRUE,TRUE,1985,97,Acção,Z:\Databases\DVD_1\Images\5608652020527.15F.JPG
Códigos de Guerra,Windtalkers,FALSE,TRUE,2002,129,Acção,Z:\Databases\DVD_1\Images\5608652016377.15F.JPG
Colateral,Collateral,TRUE,TRUE,2004,115,Acção,Z:\Databases\DVD_1\Images\5601887467556.15F.JPG
Cold Mountain,,TRUE,TRUE,2003,148,Drama,Z:\Databases\DVD_1\Images\5601887463565.15F.JPG
Coleção Cinemania 1: A Lagoa Azul,The Blue Lagoon,TRUE,TRUE,1980,100,Drama,Z:\Databases\DVD_1\Images\IE3545F5A29824FAD.15F.JPG
Coleção Cinemania 1: Olha Quem Fala,Look Who's Talking,TRUE,TRUE,1989,92,Comédia,Z:\Databases\DVD_1\Images\IB960D0C8236FCC0B.15F.JPG
Coleção Cinemania 1: Os Caça-Fantasmas,Ghostbusters,TRUE,TRUE,1984,101,Comédia,Z:\Databases\DVD_1\Images\I7957A3EAB6667F22.15F.JPG
Coleção Cinemania 2: Espirito Selvagem,All the Pretty Horses,FALSE,TRUE,2000,112,,Z:\Databases\DVD_1\Images\5601887424122.15F.JPG
Coleção Cinemania 2: O Fim da Aventura,The End of the Affair,FALSE,TRUE,1999,98,,Z:\Databases\DVD_1\Images\5601887412136.15F.JPG
Coleção Cinemania 2: Os Miseráveis,,FALSE,TRUE,2000,480,,Z:\Databases\DVD_1\Images\5602193324083.15F.JPG
Coleção Cinemania 3: Desperado,,TRUE,TRUE,1995,100,Acção,Z:\Databases\DVD_1\Images\5601887452453.15F.JPG
Coleção Cinemania 3: Duro de matar,Half Past Dead,TRUE,TRUE,2002,98,Acção,Z:\Databases\DVD_1\Images\I95D7417EE6CD566A.15F.JPG
Coleção Cinemania 3: O Patriota,The Patriot,TRUE,TRUE,2000,158,Drama,Z:\Databases\DVD_1\Images\5601887415830.15F.JPG
Colete de Forças,The Jacket,FALSE,TRUE,2005,99,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887475292.15F.JPG
Colisão,Crash,TRUE,TRUE,2004,108,Drama,Z:\Databases\DVD_1\Images\5600304163972.15F.JPG
Colombiana,,TRUE,TRUE,2011,108,Acção,Z:\Databases\DVD_1\Images\5601887574513.15F.JPG
Columbo: Assacinato,,TRUE,TRUE,1971,725,Crime,Z:\Databases\DVD_1\Images\025192160738F.JPG
Comando,Commando,TRUE,TRUE,1985,87,,Z:\Databases\DVD_1\Images\5608652005357.15F.JPG
Combate ao Passado,Linewatch,TRUE,TRUE,2008,90,Drama,Z:\Databases\DVD_1\Images\043396240766F.JPG
Comboio em Fuga,Runaway Train,FALSE,TRUE,1985,106,Acção,Z:\Databases\DVD_1\Images\5600304180276.15F.JPG
Como Assaltar Um Banco,How To Rob A Bank,FALSE,TRUE,2007,78,Drama,Z:\Databases\DVD_1\Images\5600304207065.15F.JPG
Como Cães e Gatos,Cats & Dogs,TRUE,TRUE,2001,87,Comédia,Z:\Databases\DVD_1\Images\7321919212531.15F.JPG
Comprometidos,Commited,TRUE,TRUE,2000,94,,Z:\Databases\DVD_1\Images\5608652010573.15F.JPG
Compromisso de Honra,Rules of Engagement,TRUE,TRUE,2000,127,Drama,Z:\Databases\DVD_1\Images\5602193304900.15F.JPG
Confiança,Confidence,TRUE,TRUE,2003,93,Drama,Z:\Databases\DVD_1\Images\5608652021500.15F.JPG
Confissões de Uma Mente Perigosa,Confessions of a Dangerous Mind,TRUE,TRUE,2002,109,Drama,Z:\Databases\DVD_1\Images\5600304160278.15F.JPG
Conhece Joe Black?,Meet Joe Black,TRUE,TRUE,1998,173,Drama,Z:\Databases\DVD_1\Images\3259190353312.15F.JPG
Conspiração Mortifera,Proximity,FALSE,TRUE,2001,90,,Z:\Databases\DVD_1\Images\5604779041902.15F.JPG
Conspiração no Pentágono,Ignition,TRUE,TRUE,2001,90,,Z:\Databases\DVD_1\Images\5608652010443.15F.JPG
Contado ninguém Acredita,Stranger Than Fiction,TRUE,TRUE,2006,108,Drama,Z:\Databases\DVD_1\Images\5608652030892.15F.JPG
Cop Land - Zona Exclusiva,Cop Land,TRUE,TRUE,1997,101,Crime,Z:\Databases\DVD_1\Images\5600304161145.15F.JPG
Corações Solitários,Lonely Hearts,TRUE,TRUE,1982,103,Drama,Z:\Databases\DVD_1\Images\5602193345583.15F.JPG
Coragem Debaixo de Fogo,Courage Under Fire,FALSE,TRUE,1996,112,Acção,Z:\Databases\DVD_1\Images\5600304197229.15F.JPG
Corrida para a montanha mágica,Race to Witch Mountain,TRUE,TRUE,2009,94,Ficção Científica,Z:\Databases\DVD_1\Images\5601887538089.15F.JPG
Corrigindo Beethoven,Copying Beethoven,TRUE,TRUE,2006,99,Drama,Z:\Databases\DVD_1\Images\5608652030458.15F.JPG
Corrupção,,FALSE,TRUE,2007,93,Drama,Z:\Databases\DVD_1\Images\5602831084522.15F.JPG
Crank - Veneno No Sangue,Crank,TRUE,TRUE,2006,84,Acção,Z:\Databases\DVD_1\Images\5608652030212.15F.JPG
Crepúsculo,Twilight,FALSE,TRUE,2008,117,Drama,Z:\Databases\DVD_1\Images\5601887532216.15F.JPG
Criatura prefeita,Perfect Creature,FALSE,TRUE,2006,84,Horror,Z:\Databases\DVD_1\Images\5600304196895.15F.JPG
Crime Em Primeiro Grau,High Crimes,FALSE,TRUE,2002,111,Drama,Z:\Databases\DVD_1\Images\5608652016995.15F.JPG
Crimes no Paraíso,Stone Cold,TRUE,TRUE,2005,83,Drama,Z:\Databases\DVD_1\Images\8414533031356.15F.JPG
Crimes ocultos,The Murdoch Mysteries,FALSE,TRUE,2004,95,Crime,Z:\Databases\DVD_1\Images\5604779059297.15F.JPG
Crocodilo Dundee em Los Angeles,Crocodile Dundee in Los Angeles,TRUE,TRUE,2001,90,Comédia,Z:\Databases\DVD_1\Images\5602193307444.15F.JPG
Crueldade Intolerável,Intolerable Cruelty,FALSE,TRUE,2003,96,Comédia,Z:\Databases\DVD_1\Images\5050582068207.15F.JPG
CSI 2: Crime Sob Investigação (1.5 a 1.8),,TRUE,TRUE,2000,172,Drama,Z:\Databases\DVD_1\Images\IA337C443A658A88F.15F.JPG
CSI 3: Crime Sob Investigação (1.9 a1.12),,TRUE,TRUE,2000,172,Drama,Z:\Databases\DVD_1\Images\IDADB90322FB0C0D5.15F.JPG
CSI 5: Crime Sob Investigação (1.17 a 1.20),,TRUE,TRUE,2000,172,Drama,Z:\Databases\DVD_1\Images\IE3931F3AF864BCB7.15F.JPG
CSI 6: Crime Sob Investigação (1.21 a 1.23),,TRUE,TRUE,2000,129,Drama,Z:\Databases\DVD_1\Images\I458B66BEE10A8E62.15F.JPG
CSI: Crime Sob Investigação - Segunda Série: Episódios 2.1 - 2.12,CSI: Crime Scene Investigation - Season 2: Part 1,TRUE,TRUE,2001,516,Televisão,Z:\Databases\DVD_1\Images\5608652027083.15F.JPG
CSI: Crime Sob Investigação - Segunda Série: Episódios 2.13 - 2.23,CSI: Crime Scene Investigation - Season 2: Part 2,TRUE,TRUE,2002,473,Drama,Z:\Databases\DVD_1\Images\5608652027465.15F.JPG
CSI: Crime Sob Investigação - Terceira Série: Episódios 3.1 - 3.12,CSI: Crime Scene Investigation - Season 3: Part 1,TRUE,TRUE,2001,516,Televisão,Z:\Databases\DVD_1\Images\5608652027755.15F.JPG
CSI: Crime Sob Investigação (1.1 a 1.4),,TRUE,TRUE,2000,172,Drama,Z:\Databases\DVD_1\Images\IFC4DFDDEBD6406AA.15F.JPG
CSI: Crime Sob Investigação (1.13 a 1.16),,TRUE,TRUE,2000,172,Drama,Z:\Databases\DVD_1\Images\I4B8F905FA402887B.15F.JPG
Culpa Humana,The Human Stain,TRUE,TRUE,2003,103,,Z:\Databases\DVD_1\Images\5601887459964.15F.JPG
Cúmplices de um Crime,,TRUE,TRUE,2003,95,,Z:\Databases\DVD_1\Images\5602193314640.15F.JPG
Cyrano de Begerac,,TRUE,TRUE,1990,135,Romance,Z:\Databases\DVD_1\Images\I7833B844C9CAA486.15F.JPG
D-Tox,,TRUE,TRUE,2002,92,Drama,Z:\Databases\DVD_1\Images\3259190603639.15F.JPG
Da Rússia com Amor,Birthday Girl,TRUE,TRUE,2001,93,Comédia,Z:\Databases\DVD_1\Images\5608652012331.15F.JPG
Danças com Lobos,Dances With Wolves,FALSE,TRUE,1990,227,Western,Z:\Databases\DVD_1\Images\5601887459278.15F.JPG
Danos Colaterais,Collateral Damage,TRUE,TRUE,2002,105,,Z:\Databases\DVD_1\Images\7321976213243.15F.JPG
Dartacão - um por todos e todos por um,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M17.15F.JPG
De Férias com Timon & Pumba,On Holiday with Timon & Pumba,TRUE,TRUE,1996,63,Animação,Z:\Databases\DVD_1\Images\5601887466634.15F.JPG
De malas aviadas,New in Town,TRUE,TRUE,2009,96,Comédia,Z:\Databases\DVD_1\Images\5602193348744.15F.JPG
De Olhos Bem Fechados,Eyes Wide Shut,TRUE,TRUE,1999,153,Drama,Z:\Databases\DVD_1\Images\5601887404810.15F.JPG
De Volta para o Inferno,Uncommon Valor,TRUE,TRUE,1983,105,Guerra,Z:\Databases\DVD_1\Images\7896012216101.23F.JPG
Dead Man Walking A Ultima Caminhada,Dead Man Walking,FALSE,TRUE,1995,122,Drama,Z:\Databases\DVD_1\Images\I3C2F131CC111C0E6.15F.JPG
Dempsey e Makepeace: Série 3,Dempsey & Makepeace,FALSE,TRUE,1986,520,Acção,Z:\Databases\DVD_1\Images\5602193322119.15F.JPG
Desaparecida!,The Lady Vanishes,TRUE,TRUE,1938,99,Suspense/Thriller,Z:\Databases\DVD_1\Images\I5E94B9E5E1FF381E.15F.JPG
Desaparecidas,The Missing,TRUE,TRUE,2003,131,Drama,Z:\Databases\DVD_1\Images\5601887462100.15F.JPG
Desaparecido na América,Missing in America,FALSE,TRUE,2005,102,Drama,Z:\Databases\DVD_1\Images\5606320006613.15F.JPG
Desesperadamente Procurando Susana,Desperately Seeking Susan,TRUE,TRUE,1985,99,Comédia,Z:\Databases\DVD_1\Images\5608652003834.15F.JPG
Destruir Depois de Ler,Burn After Reading,TRUE,TRUE,2008,91,Comédia,Z:\Databases\DVD_1\Images\5600304201735.15F.JPG
Detenção de risco,Safe House,FALSE,TRUE,2012,115,Acção,Z:\Databases\DVD_1\Images\5601887578528.15F.JPG
Detenção Secreta,Rendition,FALSE,TRUE,2007,117,Drama,Z:\Databases\DVD_1\Images\5602193342070.15F.JPG
Dia D: A Caminho Da Vitória,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\5602841044165F.JPG
Dia e noite,Knight And Day,TRUE,TRUE,2010,117,Acção,Z:\Databases\DVD_1\Images\5600304216944.15F.JPG
Diamante de Sangue,Blood Diamond,TRUE,TRUE,2006,137,Acção,Z:\Databases\DVD_1\Images\7321974117628.15F.JPG
Diário de um escândalo,Notes on a Scandal,TRUE,TRUE,2006,88,Drama,Z:\Databases\DVD_1\Images\5600304176460.15F.JPG
Dias de Futebol,Días de Fútbol,TRUE,TRUE,2003,109,Comédia,Z:\Databases\DVD_1\Images\5608652026413.15F.JPG
Dias de Glória,Indigènes,TRUE,TRUE,2006,118,Guerra,Z:\Databases\DVD_1\Images\5608652031615.15F.JPG
Dinheiro Marcado,Run for the Money,TRUE,TRUE,2002,94,,Z:\Databases\DVD_1\Images\5601887201174.15F.JPG
Dinheiro Vivo,Mad Money,FALSE,TRUE,2008,104,,Z:\Databases\DVD_1\Images\013138000095F.JPG
Dinossauro,Dinosaur,TRUE,TRUE,2000,79,Animação,Z:\Databases\DVD_1\Images\5601887421640.15F.JPG
Discovery - O Guia Completo: Terra Em Erupção,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M18.15F.JPG
Disposta a Tudo,To Die For,TRUE,TRUE,1995,102,,Z:\Databases\DVD_1\Images\5606118101865.15F.JPG
Divórcio de Milhões,Serving Sara,TRUE,TRUE,2002,96,Comédia,Z:\Databases\DVD_1\Images\5608652018470.15F.JPG
Dk Enciclopédia Visual - A Máquina Humana,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M19.15F.JPG
Dk Enciclopédia Visual - Tragédias Naturais,,FALSE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M20.15F.JPG
Dois Destinos,The Family Man,TRUE,TRUE,2000,126,Comédia,Z:\Databases\DVD_1\Images\5601887422074.15F.JPG
"Dois Estranhos, Um Casamento",The Pleasure of Your Company,TRUE,TRUE,2006,88,Comédia,Z:\Databases\DVD_1\Images\5600304194686.15F.JPG
Dom Quixote,Don Quixote,TRUE,TRUE,2000,139,,Z:\Databases\DVD_1\Images\5601887463206.15F.JPG
Donnie Brasco,,TRUE,TRUE,1997,126,Crime,Z:\Databases\DVD_1\Images\5602193316217.15F.JPG
Dorian Gray,,TRUE,TRUE,2009,108,Drama,Z:\Databases\DVD_1\Images\5060116724097.4F.JPG
Dormindo com o Inimigo,Sleeping With the Enemy,TRUE,TRUE,1991,100,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652008235.15F.JPG
Doze desafios,12 Rounds,TRUE,TRUE,2009,108,Acção,Z:\Databases\DVD_1\Images\5600304209694.15F.JPG
Dr. Dolittle,,TRUE,TRUE,1998,81,Comédia,Z:\Databases\DVD_1\Images\5600304162685.15F.JPG
Dr. Dolittle 2,,TRUE,TRUE,2001,87,Comédia,Z:\Databases\DVD_1\Images\5600304162753.15F.JPG
Dr. T e as Mulheres,Dr. T & the Women,TRUE,TRUE,2000,140,,Z:\Databases\DVD_1\Images\9771806952312.23F.JPG
Dragão Vermelho,Red Dragon,TRUE,TRUE,2002,119,Suspense/Thriller,Z:\Databases\DVD_1\Images\I33AAA95576D585E2.15F.JPG
Dreamgirls,,TRUE,TRUE,2006,125,Drama,Z:\Databases\DVD_1\Images\5601887493418.15F.JPG
Duas irmães e o rei,,TRUE,TRUE,2008,115,Drama,Z:\Databases\DVD_1\Images\043396215269F.JPG
Duas Obras Primas de Fritz Lang,,TRUE,TRUE,1931,226,Clássico,Z:\Databases\DVD_1\Images\5606118101667.15F.JPG
Duas Vidas,Zwei Leben,TRUE,TRUE,2012,95,Drama,Z:\Databases\DVD_1\Images\3700782600722.8F.JPG
Duas Vidas e um Rio,A River Runs Through It,TRUE,TRUE,1992,118,,Z:\Databases\DVD_1\Images\5608652021951.15F.JPG
Duelo de Titãs,Remember the Titans,TRUE,TRUE,2000,108,Drama,Z:\Databases\DVD_1\Images\5601887422999.15F.JPG
Duelo Imortal 3,Highlander III: The Sorcerer,TRUE,TRUE,1994,95,Aventura,Z:\Databases\DVD_1\Images\5602193330428.15F.JPG
Dumbo,,TRUE,TRUE,1941,64,Animação,Z:\Databases\DVD_1\Images\5601887424498.15F.JPG
